,city,name,location,price,discount,m2,bedrooms,bathrooms,insert_date
0,Madrid,Piso en venta en Calle de los Montes de Toledo,"Villa De Vallecas, Casco Histórico De Vallecas, Madrid","99,999",0, 53, 2, 1,2023-10-15
1,Madrid,Piso en venta en Carabanchel,"Puerta Bonita - Abrantes, Madrid","160,000",0, 79, 3, 1,2023-10-15
2,Madrid,Piso en venta en Arganzuela,"Delicias - Embajadores, Madrid","310,000",0, 8, 4, 1,2023-10-15
3,Madrid,Piso en venta en Latina,"Campamento, Madrid","305,000",7, 109, 4, 2,2023-10-15
4,Madrid,Piso en venta en Centro,"Lavapiés - Embajadores, Madrid","199,000",3, 50, 2, 1,2023-10-15
5,Madrid,Piso en venta en San Blas,"Simancas, Madrid","108,000",6, 53, 2, 1,2023-10-15
6,Madrid,Piso en venta en San Blas,"Simancas, Madrid","115,000",6, 54, 2, 1,2023-10-15
7,Madrid,Piso en venta en Francisca Torres Catalán,"Vicálvaro, Madrid","317,000",0, 11, 3, 2,2023-10-15
8,Madrid,Piso en venta en Carabanchel,"Carabanchel Alto - Buena Vista, Madrid","172,500",0, 76, 3, 1,2023-10-15
9,Madrid,Piso en venta en Carretera De Canillas,"Hortaleza, Canillas, Madrid","312,000",2, 117, 3, 1,2023-10-15
10,Madrid,Piso en venta en Puente De Vallecas,"Palomeras - Portazgo, Madrid","189,900",9, 116, 4, 2,2023-10-15
11,Madrid,Piso en venta en Calle de Bravo Murillo,"Tetuán, Berruguete, Madrid","205,000",0, 36, 2,unknown,2023-10-15
12,Madrid,Local comercial en venta en Calle de Matilde Hernandez,"Carabanchel, San Isidro, Madrid","79,900",0, 129, 2, 4,2023-10-15
13,Madrid,Piso en venta en Hortaleza,"Pinar Del Rey, Madrid","200,000",0, 70, 2, 1,2023-10-15
14,Madrid,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","135,000",4, 47, 2, 1,2023-10-15
15,Madrid,Piso en venta en Carabanchel,"Marque De Vadillo - Comillas, Madrid","149,000",0, 50, 2, 1,2023-10-15
16,Madrid,Piso en venta en Retiro,Madrid,"180,000",10, 49, 1, 1,2023-10-15
17,Madrid,Piso en venta en Hortaleza,"Pinar Del Rey, Madrid","189,000",6, 86,unknown, 1,2023-10-15
18,Madrid,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","228,000",0, 9,unknown, 1,2023-10-15
19,Madrid,Local comercial en venta en Villaverde,"Villaverde Alto, Madrid","76,000",0, 89,unknown, 2,2023-10-15
20,Madrid,Piso en venta en Centro,"Lavapiés - Embajadores, Madrid","335,000",4, 97, 3, 1,2023-10-15
21,Madrid,Piso en venta en Carabanchel,"Marque De Vadillo - Comillas, Madrid","130,000",0, 50, 2, 1,2023-10-15
22,Madrid,Piso en venta en Latina,"Campamento, Madrid","179,900",0, 71, 3, 1,2023-10-15
23,Madrid,Piso en venta en Fuencarral,"Pilar, Madrid","250,000",4, 74, 3, 1,2023-10-15
24,Madrid,Piso en venta en Retiro,Madrid,"580,000",7, 140, 3, 2,2023-10-15
25,Madrid,Casa en venta en Fuencarral,"Arroyo Del Fresno, Madrid","900,000",0, 27, 4,unknown,2023-10-15
26,Madrid,Piso en venta en Carabanchel,"Vista Alegre, Madrid","110,000",0, 36,unknown, 1,2023-10-15
27,Madrid,Piso en venta en Puente De Vallecas,"Palomeras - Portazgo, Madrid","118,000",0, 51, 2, 1,2023-10-15
28,Madrid,Piso en venta en Salamanca,"Guindalera, Madrid","749,000",2, 206, 5,unknown,2023-10-15
29,Madrid,Piso en venta en Salamanca,"Guindalera, Madrid","299,000",0, 69, 2,unknown,2023-10-15
30,Madrid,Piso en venta en San Blas,"Simancas, Madrid","260,000",5, 120, 3, 1,2023-10-15
31,Madrid,Piso en venta en Ciudad Lineal,"Ventas, Madrid","235,000",0, 70, 3, 1,2023-10-15
32,Madrid,Piso en venta en Usera,"Orcasitas - San Fermin, Madrid","120,000",5, 5, 2, 1,2023-10-15
33,Madrid,Piso en venta en Carabanchel,"Carabanchel Alto - Buena Vista, Madrid","148,000",6, 60, 2, 1,2023-10-15
34,Madrid,Piso en venta en Usera,"Orcasitas - San Fermin, Madrid","195,000",0, 130, 3, 2,2023-10-15
35,Madrid,Local comercial en venta en Centro,"Lavapiés - Embajadores, Madrid","99,000",10, 39, 3, 1,2023-10-15
36,Madrid,Piso en venta en Salamanca,"Fuente Del Berro, Madrid","950,000",0, 149, 4, 2,2023-10-15
37,Madrid,Box/plaza de garaje en venta en Martín De Los Heros,"Moncloa - Aravaca, Argüelles - Casa De Campo, Madrid","30,000",15, 26,unknown,unknown,2023-10-15
38,Madrid,Local comercial en venta en Ciudad Lineal,"Quintana, Madrid","100,000",0, 34,unknown, 1,2023-10-15
39,Madrid,Piso en venta en Ciudad Lineal,"Quintana, Madrid","193,000",2, 58, 2, 1,2023-10-15
40,Madrid,Piso en venta en Ciudad Lineal,"Quintana, Madrid","379,900",6, 13, 4, 2,2023-10-15
41,Madrid,Piso en venta en Ciudad Lineal,"Quintana, Madrid","184,900",2, 55, 2, 1,2023-10-15
42,Madrid,Piso en venta en Salamanca,"Fuente Del Berro, Madrid","185,000",0, 38, 1, 1,2023-10-15
43,Madrid,Box/plaza de garaje en venta en Paseo Marqués de Zafra,"Salamanca, Fuente Del Berro, Madrid","31,000",0, 1,unknown,unknown,2023-10-15
44,Madrid,Piso en venta en Salamanca,"Fuente Del Berro, Madrid","358,000",0, 66, 2, 1,2023-10-15
45,Madrid,Piso en venta en Calle Puerto de las Pilas,"Villa De Vallecas, Casco Histórico De Vallecas, Madrid","123,000",9, 51, 2, 1,2023-10-15
46,Madrid,Local comercial en venta en Fuencarral,"Peñagrande, Madrid","99,000",0, 46,unknown,unknown,2023-10-15
47,Madrid,Piso en venta en C. de Sierra Gádor,"Villa De Vallecas, Casco Histórico De Vallecas, Madrid","224,990",0, 145, 3, 2,2023-10-15
48,Madrid,Piso en venta en Salamanca,"Fuente Del Berro, Madrid","345,000",0, 77, 2, 1,2023-10-15
49,Madrid,Box/plaza de garaje en venta en Usera,"Almendrales - Pradolongo, Madrid","8,900",2, 15,unknown,unknown,2023-10-15
50,Madrid,Piso en venta en San Blas,"Simancas, Madrid","149,999",0, 67, 2, 1,2023-10-15
51,Madrid,Piso en venta en San Blas,"Canillejas, Madrid","229,000",0, 80, 3, 1,2023-10-15
52,Madrid,Piso en venta en Puente De Vallecas,"San Diego, Madrid","189,990",0, 95, 4, 2,2023-10-15
53,Madrid,Edificio en venta en Puente De Vallecas,"San Diego, Madrid","649,000",14, 413,unknown,unknown,2023-10-15
54,Madrid,Piso en venta en Puente De Vallecas,"San Diego, Madrid","115,000",0, 56, 2, 1,2023-10-15
55,Madrid,Local comercial en venta en Salamanca,"Guindalera, Madrid","20,000",0, 20,unknown,unknown,2023-10-15
56,Madrid,Local comercial en venta en Villaverde,"Villaverde Bajo - Oroquieta - Espinillo, Madrid","44,000",0, 27,unknown,unknown,2023-10-15
57,Madrid,Box/plaza de garaje en venta en Villaverde,"Villaverde Bajo - Oroquieta - Espinillo, Madrid","29,000",0, 15,unknown,unknown,2023-10-15
58,Madrid,Box/plaza de garaje en venta en Carabanchel,"Puerta Bonita - Abrantes, Madrid","25,000",0, 10,unknown,unknown,2023-10-15
59,Madrid,Piso en venta en Puente De Vallecas,"Palomeras - Portazgo, Madrid","139,900",7, 6, 2, 1,2023-10-15
60,Madrid,Piso en venta en Moncloa - Aravaca,"Valdezarza, Madrid","175,000",13, 6, 2, 1,2023-10-15
61,Madrid,Piso en venta en Moncloa - Aravaca,"Valdezarza, Madrid","360,000",10, 104, 3, 2,2023-10-15
62,Madrid,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","535,000",0, 159, 3, 1,2023-10-15
63,Madrid,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","155,000",16, 58, 2, 1,2023-10-15
64,Madrid,Piso en venta en C. de Alejandro Villegas,"Hortaleza, Canillas, Madrid","320,000",13, 76, 2, 1,2023-10-15
65,Madrid,Piso en venta en Tetuán,"Berruguete, Madrid","140,000",0, 40,unknown, 1,2023-10-15
66,Madrid,Piso en venta en Fuencarral,"Peñagrande, Madrid","390,000",3, 158, 4, 2,2023-10-15
67,Madrid,Box/plaza de garaje en venta en Tetuán,"Berruguete, Madrid","13,000",0, 10,unknown,unknown,2023-10-15
68,Madrid,Box/plaza de garaje en venta en Calle de la Infanta Mercedes,"Tetuán, Cuzco - Castillejos, Madrid","24,000",0, 27,unknown,unknown,2023-10-15
69,Madrid,Local comercial en venta en Carabanchel,"Opañel - San Isidro, Madrid","75,000",12, 23, 1, 1,2023-10-15
70,Madrid,Piso en venta en Ciudad Lineal,"Concepción, Madrid","310,000",0, 80, 3, 1,2023-10-15
71,Madrid,Piso en venta en Fuencarral,"Pilar, Madrid","255,000",7, 71, 3, 2,2023-10-15
72,Madrid,Piso en venta en Fuencarral,"Pilar, Madrid","230,000",7, 59, 2, 1,2023-10-15
73,Madrid,Piso en venta en Tetuán,"Berruguete, Madrid","335,000",0, 110, 3, 2,2023-10-15
74,Madrid,Piso en venta en Calle Puentelarra,"Villa De Vallecas, Casco Histórico De Vallecas, Madrid","165,000",0, 6, 2, 1,2023-10-15
75,Madrid,Piso en venta en Calle Eduardo Chillida,"Villa De Vallecas, Santa Eugenia, Madrid","209,999",5, 78, 2, 1,2023-10-15
76,Madrid,Piso en venta en Calle Puentelarra,"Villa De Vallecas, Santa Eugenia, Madrid","150,000",0, 67, 3, 1,2023-10-15
77,Madrid,Piso en venta en Hortaleza,"Pinar Del Rey, Madrid","220,000",13, 71, 3, 1,2023-10-15
78,Madrid,Piso en venta en Fuencarral,"Pilar, Madrid","335,000",0, 77, 2, 2,2023-10-15
79,Madrid,Piso en venta en Salamanca,"Guindalera, Madrid","449,000",1, 130,unknown,unknown,2023-10-15
80,Madrid,Piso en venta en Barajas,"Alameda De Osuna, Madrid","200,000",0, 66, 3, 1,2023-10-15
81,Madrid,Piso en venta en Barajas,"Alameda De Osuna, Madrid","375,000",0, 138, 3, 2,2023-10-15
82,Madrid,Piso en venta en Hortaleza,"Virgen Del Cortijo - Manoteras, Madrid","250,000",10, 91, 2, 1,2023-10-15
83,Madrid,Piso en venta en San Blas,"Salvador, Madrid","269,999",0, 80, 3, 1,2023-10-15
84,Madrid,Piso en venta en Retiro,Madrid,"479,000",0, 108, 4, 2,2023-10-15
85,Madrid,Piso en venta en Fuencarral,"Fuencarral - Tres Olivos - Virgen De Begoña, Madrid","240,000",0, 78, 3, 1,2023-10-15
86,Madrid,Piso en venta en San Blas,"Canillejas, Madrid","174,000",0, 50, 1, 1,2023-10-15
87,Madrid,Piso en venta en Moratalaz,Madrid,"219,000",5, 118, 4, 2,2023-10-15
88,Madrid,Piso en venta en San Blas,"Simancas, Madrid","137,000",0, 50, 2, 1,2023-10-15
89,Madrid,Ático en venta en C. del Desengaño,"Centro, Malasaña - Justicia - Universidad, Madrid","799,000",0, 98, 4,unknown,2023-10-15
90,Madrid,Piso en venta en Calle Alustante,"Chamartín, Prosperidad, Madrid","330,000",8, 130, 3, 2,2023-10-15
91,Madrid,Piso en venta en Salamanca,"Fuente Del Berro, Madrid","165,000",0, 41, 1, 1,2023-10-15
92,Madrid,Piso en venta en Carabanchel,"Vista Alegre, Madrid","135,000",0, 55, 2, 1,2023-10-15
93,Madrid,Piso en venta en Hortaleza,"Canillas, Madrid","259,000",6, 7, 3, 1,2023-10-15
94,Madrid,Local comercial en venta en Calle del Gral. Zabala,"Chamartín, Prosperidad, Madrid","135,000",13, 100,unknown,unknown,2023-10-15
95,Madrid,Casa en venta en Barajas,"Alameda De Osuna, Madrid","649,999",0, 200, 5, 4,2023-10-15
96,Madrid,Piso en venta en Calle Mauro,"Chamartín, Prosperidad, Madrid","460,000",3, 105, 4, 2,2023-10-15
97,Madrid,Piso en venta en Tetuán,"Bellas Vistas, Madrid","210,000",0, 49, 2, 1,2023-10-15
98,Madrid,Box/plaza de garaje en venta en Usera,"Almendrales - Pradolongo, Madrid","49,990",10, 10,unknown,unknown,2023-10-15
99,Madrid,Piso en venta en Mártires de Alcalá,"Moncloa - Aravaca, Argüelles - Casa De Campo, Madrid","160,000",6, 30,unknown, 1,2023-10-15
100,Madrid,Piso en venta en Calle Ilustración,"Moncloa - Aravaca, Argüelles - Casa De Campo, Madrid","325,000",8, 5, 2, 2,2023-10-15
101,Madrid,Piso en venta en Calle del Limón,"Centro, Malasaña - Justicia - Universidad, Madrid","169,000",20, 33,unknown, 1,2023-10-15
102,Madrid,Box/plaza de garaje en venta en Calle Ferraz,"Moncloa - Aravaca, Argüelles - Casa De Campo, Madrid","55,000",9, 30,unknown,unknown,2023-10-15
103,Madrid,Piso en venta en C/ Irún,"Moncloa - Aravaca, Argüelles - Casa De Campo, Madrid","320,000",0, 78, 2, 1,2023-10-15
104,Madrid,Piso en venta en Moncloa - Aravaca,"Valdezarza, Madrid","285,000",0, 85, 3, 1,2023-10-15
105,Madrid,Piso en venta en Av. de los Toreros,"Salamanca, Guindalera, Madrid","799,000",6, 173, 4, 2,2023-10-15
106,Madrid,Piso en venta en C/ de Francisco Silvela,"Salamanca, Lista, Madrid","439,000",0, 79, 2, 1,2023-10-15
107,Madrid,Piso en venta en Puente De Vallecas,"Numancia, Madrid","112,500",6, 46, 1, 1,2023-10-15
108,Madrid,Piso en venta en Puente De Vallecas,"Numancia, Madrid","130,000",7, 57, 2, 1,2023-10-15
109,Madrid,Piso en venta en Calle del General Díaz Porlier,"Salamanca, Lista, Madrid","549,000",0, 70, 2, 2,2023-10-15
110,Madrid,Piso en venta en Av. de los Toreros,"Salamanca, Guindalera, Madrid","559,000",0, 110, 3, 2,2023-10-15
111,Madrid,Piso en venta en Calle Dr. Gómez Ulla,"Salamanca, Guindalera, Madrid","749,000",6, 150, 4, 2,2023-10-15
112,Madrid,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","162,000",5, 66, 2, 1,2023-10-15
113,Madrid,Local comercial en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","470,000",10, 31,unknown, 1,2023-10-15
114,Madrid,Piso en venta en Carabanchel,"Carabanchel Alto - Buena Vista, Madrid","119,000",0, 60, 3, 1,2023-10-15
115,Madrid,Piso en venta en Ciudad Lineal,"Concepción, Madrid","139,000",13, 40, 1, 1,2023-10-15
116,Madrid,Piso en venta en Carabanchel,"Puerta Bonita - Abrantes, Madrid","145,000",0, 75, 3, 1,2023-10-15
117,Madrid,Piso en venta en Moratalaz,Madrid,"240,000",0, 74, 3, 1,2023-10-15
118,Madrid,Piso en venta en Puente De Vallecas,"Palomeras - Portazgo, Madrid","165,000",0, 66, 3, 1,2023-10-15
119,Madrid,Casa en venta en San Blas,"Canillejas, Madrid","365,000",10, 138, 4, 1,2023-10-15
120,Madrid,Local comercial en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","247,000",11, 26,unknown, 1,2023-10-15
121,Madrid,Piso en venta en Ciudad Lineal,"Ventas, Madrid","155,000",0, 70, 3,unknown,2023-10-15
122,Madrid,Piso en venta en Fuencarral,"Peñagrande, Madrid","240,000",0, 56, 2, 1,2023-10-15
123,Madrid,Piso en venta en Calle C/arriaza,"Moncloa - Aravaca, Argüelles - Casa De Campo, Madrid","260,000",8, 54, 2, 1,2023-10-15
124,Madrid,Piso en venta en San Blas,"Simancas, Madrid","210,000",5, 88, 3, 1,2023-10-15
125,Madrid,Piso en venta en Ciudad Lineal,"Ventas, Madrid","205,000",6, 81, 2, 1,2023-10-15
126,Madrid,Piso en venta en Ciudad Lineal,"Ventas, Madrid","180,000",0, 58, 2,unknown,2023-10-15
127,Madrid,Piso en venta en Carabanchel,"Opañel - San Isidro, Madrid","182,000",0, 57, 1, 1,2023-10-15
128,Madrid,Piso en venta en Carabanchel,"Opañel - San Isidro, Madrid","192,000",6, 73, 3, 1,2023-10-15
129,Madrid,Piso en venta en Carabanchel,"Opañel - San Isidro, Madrid","195,000",6, 91, 3, 1,2023-10-15
130,Madrid,Piso en venta en Latina,"Aluche, Madrid","295,000",0, 89, 3,unknown,2023-10-15
131,Madrid,Piso en venta en Latina,"Aluche, Madrid","134,900",4, 63, 2, 1,2023-10-15
132,Madrid,Piso en venta en Latina,"Aluche, Madrid","169,000",0, 70, 3, 1,2023-10-15
133,Madrid,Local comercial en venta en Latina,"Aluche, Madrid","130,000",4, 66, 2, 1,2023-10-15
134,Madrid,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","212,000",0, 8, 3, 1,2023-10-15
135,Madrid,Local comercial en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","79,000",0, 11, 1, 1,2023-10-15
136,Madrid,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","195,000",0, 61, 2, 1,2023-10-15
137,Madrid,Piso en venta en Arganzuela,"Delicias - Embajadores, Madrid","395,000",9, 85, 2, 2,2023-10-15
138,Madrid,Piso en venta en Chamberí,Madrid,"475,000",0, 77, 2, 2,2023-10-15
139,Madrid,Piso en venta en Arganzuela,"Delicias - Embajadores, Madrid","350,000",0, 61, 3, 1,2023-10-15
140,Madrid,Piso en venta en Usera,"Orcasitas - San Fermin, Madrid","114,000",5, 40, 1, 1,2023-10-15
141,Madrid,Piso en venta en Calle palencia,"Tetuán, Cuzco - Castillejos, Madrid","279,000",0, 48, 1, 1,2023-10-15
142,Madrid,Piso en venta en Puente De Vallecas,"Palomeras - Portazgo, Madrid","253,900",0, 144, 4, 2,2023-10-15
143,Madrid,Piso en venta en Ciudad Lineal,"Ventas, Madrid","199,000",6, 55, 2, 1,2023-10-15
144,Madrid,Piso en venta en Arganzuela,"Delicias - Embajadores, Madrid","315,000",5, 69, 2, 1,2023-10-15
145,Madrid,Piso en venta en Fuencarral,"Fuencarral - Tres Olivos - Virgen De Begoña, Madrid","160,000",0, 54, 2, 1,2023-10-15
146,Madrid,Local comercial en venta en C/ de Athos,"Latina, Puerta Del Ángel, Madrid","216,000",0, 180, 2, 1,2023-10-15
147,Madrid,Piso en venta en Hortaleza,"Pinar Del Rey, Madrid","589,000",0, 160, 3, 2,2023-10-15
148,Madrid,Piso en venta en Moratalaz,Madrid,"190,000",10, 93, 3, 1,2023-10-15
149,Madrid,Piso en venta en Fuencarral,"Fuencarral - Tres Olivos - Virgen De Begoña, Madrid","180,000",0, 53, 2, 1,2023-10-15
150,Madrid,Piso en venta en Fuencarral,"Fuencarral - Tres Olivos - Virgen De Begoña, Madrid","178,000",0, 61, 3, 1,2023-10-15
151,Madrid,Piso en venta en Hortaleza,"Canillas, Madrid","240,000",6, 73, 2, 1,2023-10-15
152,Madrid,Piso en venta en Hortaleza,"Canillas, Madrid","280,000",7, 100, 3, 3,2023-10-15
153,Madrid,Piso en venta en C. Virgen del Sagrario,"Ciudad Lineal, Concepción, Madrid","165,000",6, 50, 1, 1,2023-10-15
154,Madrid,Piso en venta en Puente De Vallecas,"Palomeras - Portazgo, Madrid","159,000",0, 99, 3,unknown,2023-10-15
155,Madrid,Piso en venta en Villaverde,"San Cristóbal, Madrid","114,000",0, 60, 2, 1,2023-10-15
156,Madrid,Piso en venta en Hortaleza,"Pinar Del Rey, Madrid","239,000",3, 85, 3, 1,2023-10-15
157,Madrid,Piso en venta en Madrid,Madrid,"148,000",0, 39,unknown, 1,2023-10-15
158,Madrid,Piso en venta en Carabanchel,"Carabanchel Alto - Buena Vista, Madrid","190,000",0, 89, 3, 2,2023-10-15
159,Madrid,Piso en venta en Puente De Vallecas,"Palomeras - Portazgo, Madrid","220,000",3, 90, 3,unknown,2023-10-15
160,Madrid,Piso en venta en Carabanchel,"Carabanchel Alto - Buena Vista, Madrid","127,000",6, 6, 2, 1,2023-10-15
161,Madrid,Casa en venta en San Blas,"Simancas, Madrid","170,000",0, 71, 3, 1,2023-10-15
162,Madrid,Piso en venta en Moratalaz,Madrid,"139,000",0, 63, 3, 1,2023-10-15
163,Madrid,Piso en venta en Salamanca,"Fuente Del Berro, Madrid","379,000",5, 87, 2, 2,2023-10-15
164,Madrid,Piso en venta en San Blas,"Simancas, Madrid","220,000",5, 115, 3, 1,2023-10-15
165,Madrid,Box/plaza de garaje en venta en Arganzuela,"Imperial, Madrid","22,000",0, 39,unknown,unknown,2023-10-15
166,Madrid,Piso en venta en Moratalaz,Madrid,"179,500",5, 74, 3, 1,2023-10-15
167,Madrid,Piso en venta en Carabanchel,"Marque De Vadillo - Comillas, Madrid","200,000",5, 75, 3, 1,2023-10-15
168,Madrid,Piso en venta en Ciudad Lineal,"Ventas, Madrid","153,000",6, 60, 2, 1,2023-10-15
169,Madrid,Piso en venta en Calle Bocángel,"Salamanca, Fuente Del Berro, Madrid","319,000",0, 60, 2, 1,2023-10-15
170,Madrid,Box/plaza de garaje en venta en Salamanca,"Guindalera, Madrid","18,700",7, 10,unknown,unknown,2023-10-15
171,Madrid,Piso en venta en Tetuán,"Valdeacederas, Madrid","169,000",6, 78, 2, 1,2023-10-15
172,Madrid,Box/plaza de garaje en venta en Tetuán,"Valdeacederas, Madrid","16,900",6, 1031,unknown,unknown,2023-10-15
173,Madrid,Piso en venta en Fuencarral,"Fuencarral - Tres Olivos - Virgen De Begoña, Madrid","140,000",0, 61, 3, 1,2023-10-15
174,Madrid,Piso en venta en Centro,"Huertas - Cortes, Madrid","559,900",0, 8, 2,unknown,2023-10-15
175,Madrid,Piso en venta en Ciudad Lineal,"Concepción, Madrid","639,000",8, 145, 4, 2,2023-10-15
176,Madrid,Piso en venta en P.º de las Yeserías,"Arganzuela, Acacias - Legazpi, Madrid","810,000",5, 144, 4,unknown,2023-10-15
177,Madrid,Local comercial en venta en Calle Claudio Sánchez Albornoz,"Latina, Campamento, Madrid","107,000",3, 94,unknown, 2,2023-10-15
178,Madrid,Piso en venta en C. de los Pilares,"Barajas, Alameda De Osuna, Madrid","175,000",4, 54, 1, 1,2023-10-15
179,Madrid,Piso en venta en Puente De Vallecas,"Palomeras - Portazgo, Madrid","119,990",0, 55, 3, 1,2023-10-15
180,Madrid,Box/plaza de garaje en venta en Latina,"Lucero, Madrid","16,000",0, 1, 1,unknown,2023-10-15
181,Madrid,Piso en venta en Ciudad Lineal,"Concepción, Madrid","530,000",0, 140, 3, 2,2023-10-15
182,Madrid,Piso en venta en Carabanchel,"Carabanchel Alto - Buena Vista, Madrid","116,000",0, 54, 2, 1,2023-10-15
183,Madrid,Piso en venta en Calle San Conrado,"Latina, Madrid Rio - Los Carmenes, Madrid","190,000",16, 55,unknown,unknown,2023-10-15
184,Madrid,Piso en venta en Carabanchel,"Carabanchel Alto - Buena Vista, Madrid","129,500",6, 60, 2, 1,2023-10-15
185,Madrid,Piso en venta en Carabanchel,"Carabanchel Alto - Buena Vista, Madrid","120,000",5, 66, 3, 1,2023-10-15
186,Madrid,Piso en venta en Carabanchel,"Carabanchel Alto - Buena Vista, Madrid","169,000",0, 113, 3, 2,2023-10-15
187,Madrid,Piso en venta en Centro,"Lavapiés - Embajadores, Madrid","179,000",0, 35, 2, 1,2023-10-15
188,Madrid,Piso en venta en San Blas,"Simancas, Madrid","145,000",0, 49, 3, 1,2023-10-15
189,Madrid,Box/plaza de garaje en venta en Villaverde,"Villaverde Alto, Madrid","18,500",0, 1,unknown,unknown,2023-10-15
190,Madrid,Piso en venta en Centro,"Lavapiés - Embajadores, Madrid","179,000",0, 33, 2, 1,2023-10-15
191,Madrid,Piso en venta en Puente De Vallecas,"Numancia, Madrid","180,000",0, 85,unknown,unknown,2023-10-15
192,Madrid,Piso en venta en Centro,"Lavapiés - Embajadores, Madrid","169,900",0, 44, 1, 1,2023-10-15
193,Madrid,Piso en venta en Chamartín,"Castilla, Madrid","720,000",7, 205, 4, 2,2023-10-15
194,Madrid,Piso en venta en San Blas,"Canillejas, Madrid","219,000",5, 88, 3, 2,2023-10-15
195,Madrid,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","229,000",0, 8, 3, 1,2023-10-15
196,Madrid,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","225,000",0, 6, 3, 1,2023-10-15
197,Madrid,Piso en venta en Salamanca,"Lista, Madrid","750,000",0, 94, 2, 2,2023-10-15
198,Madrid,Ático en venta en C. de Jorge Juan,"Salamanca, Lista, Madrid","1,190,000",8, 165, 3, 2,2023-10-15
199,Madrid,Piso en venta en Latina,"Las Aguilas - Cuatro Vientos, Madrid","134,000",3, 65, 2, 1,2023-10-15
200,Madrid,Box/plaza de garaje en venta en Centro,"Huertas - Cortes, Madrid","39,000",14, 15,unknown,unknown,2023-10-15
201,Madrid,Local comercial en venta en C. Vicente Caballero,"Salamanca, Lista, Madrid","650,000",8, 506,unknown,unknown,2023-10-15
202,Madrid,Piso en venta en Carabanchel,"Puerta Bonita - Abrantes, Madrid","155,000",0, 79, 3, 1,2023-10-15
